block para line word confidence X1 Y1 X2 Y2 token
1 1 1 1 63 203 264 243 295 [46]
2 1 1 1 65 203 445 243 476 [47]
3 1 1 1 94 209 629 237 650 48
4 1 1 1 88 209 749 237 770 49
5 1 1 1 96 210 869 238 890 50
6 1 1 1 95 203 626 205 1018 " "
7 1 1 1 95 242 626 243 1018 " "
8 1 1 1 88 210 990 236 1011 51
9 1 1 1 81 203 1167 243 1198 [52]
10 1 1 1 88 203 1528 243 1559 [54]
11 1 1 1 87 203 2010 243 2041 [57]
12 1 1 1 96 264 207 405 227 excitations
12 1 1 2 97 417 207 441 227 in
12 1 1 3 96 452 206 582 227 correlated
12 1 1 4 96 594 206 714 228 fermionic
12 1 1 5 96 726 206 847 233 systems,”
12 1 1 6 96 862 205 952 227 Annals
12 1 1 7 96 964 206 989 227 of
12 1 1 8 96 999 206 1095 233 Physics
12 1 1 9 96 1108 207 1165 233 327,
12 1 1 10 96 1180 207 1237 228 1320
12 1 1 11 95 1261 207 1319 228 (2012
12 1 1 12 94 1334 201 1338 239 |
13 1 1 1 90 264 266 290 287 E.
13 1 1 2 89 307 266 335 288 G.
13 1 1 3 90 353 266 379 288 C.
13 1 1 4 92 396 266 419 287 P.
13 1 1 5 96 435 273 480 287 van
13 1 1 6 93 495 266 567 293 Loon,
13 1 1 7 91 584 266 612 287 H.
13 1 1 8 91 628 266 780 293 Hafermann,
13 1 1 9 95 797 265 825 287 A.
13 1 1 10 95 842 266 857 287 I.
13 1 1 11 96 874 266 1040 293 Lichtenstein,
13 1 1 12 90 1057 265 1085 287 A.
13 1 1 13 88 1101 266 1129 287 N.
13 1 1 14 91 1146 266 1261 293 Rubtsov,
13 1 1 15 93 1292 266 1339 287 and
13 1 1 16 92 1353 266 1386 287 M.
13 1 1 17 93 1403 266 1419 287 I.
13 1 1 18 91 1435 266 1494 287 Kat-
14 1 1 1 95 860 237 1333 239 " "
15 1 1 1 92 264 327 364 353 snelson,
15 1 1 2 92 381 327 515 348 “Plasmons
15 1 1 3 96 527 328 551 348 in
15 1 1 4 96 561 327 667 354 strongly
15 1 1 5 96 678 327 808 348 correlated
15 1 1 6 96 819 329 926 354 systems:
15 1 1 7 96 943 327 1050 354 Spectral
15 1 1 8 96 1060 327 1144 354 weight
15 1 1 9 96 1156 327 1256 348 transfer
15 1 1 10 96 1268 327 1315 348 and
15 1 1 11 96 1325 327 1494 348 renormalized
15 1 2 1 93 264 447 376 468 Hartmut
15 1 2 2 91 386 447 538 474 Hafermann,
15 1 2 3 93 549 447 605 468 Erik
15 1 2 4 91 614 447 642 469 G.
15 1 2 5 90 654 447 680 469 C.
15 1 2 6 92 691 447 714 468 P.
15 1 2 7 96 724 454 770 468 van
15 1 2 8 95 778 447 850 473 Loon,
15 1 2 9 96 862 447 961 468 Mikhail
15 1 2 10 93 970 447 986 468 I.
15 1 2 11 91 997 447 1147 474 Katsnelson,
15 1 2 12 96 1158 446 1291 468 Alexander
15 1 2 13 95 1300 447 1316 468 I.
15 1 2 14 96 1327 447 1493 473 Lichtenstein,
15 1 3 1 96 265 507 312 528 and
15 1 3 2 93 326 507 414 529 Olivier
15 1 3 3 91 428 507 551 534 Parcollet,
15 1 3 4 96 570 507 710 529 “Collective
15 1 3 5 96 724 507 807 534 charge
15 1 3 6 96 821 508 962 528 excitations
15 1 3 7 96 976 507 1001 528 of
15 1 3 8 96 1013 507 1119 534 strongly
15 1 3 9 96 1132 507 1262 528 correlated
15 1 3 10 96 1276 507 1398 534 electrons,
15 1 3 11 96 1414 509 1495 528 vertex
15 1 4 1 96 264 568 413 594 corrections,
15 1 4 2 96 427 567 474 588 and
15 1 4 3 96 485 574 559 594 gauge
15 1 4 4 96 571 567 722 593 invariance,”
15 2 1 1 87 264 628 290 649 E.
15 2 1 2 93 303 628 396 655 Berger,
15 2 1 3 91 408 628 431 649 P.
15 2 1 4 92 444 628 550 655 Valasek,
15 2 1 5 93 573 628 620 649 and
15 2 1 6 93 630 628 667 650 W.
15 2 1 7 96 679 635 726 649 von
15 2 1 8 96 736 628 777 649 der
15 2 1 9 96 788 628 885 654 Linden,
15 2 1 10 88 901 628 1136 649 “Two-dimensional
15 2 1 11 91 1147 628 1382 649 Hubbard-Holstein
15 2 1 12 96 1392 628 1490 654 model,”
15 2 2 1 96 270 688 334 715 Phys.
15 2 2 2 93 348 688 404 710 Rev.
15 2 2 3 92 418 688 437 709 B
15 2 2 4 96 450 689 490 715 52,
15 2 2 5 55 503 688 637 710 4806-4814
15 2 2 6 96 651 686 730 716 (1995)
16 1 1 1 90 265 748 293 770 G.
16 1 1 2 92 307 748 470 775 Sangiovanni,
16 1 1 3 92 483 748 515 769 M.
16 1 1 4 92 529 748 634 775 Capone,
16 1 1 5 89 647 748 674 770 C.
16 1 1 6 96 687 748 823 775 Castellani,
16 1 1 7 93 846 748 893 769 and
16 1 1 8 92 904 748 937 769 M.
16 1 1 9 93 951 748 1025 775 Grilli,
16 1 1 10 86 1041 748 1271 775 “Electron-phonon
16 1 1 11 96 1281 749 1422 769 interaction
16 1 1 12 96 1433 748 1494 769 close
17 1 1 1 95 564 803 1031 805 " "
